Eguna	Hilab	Urtea	Tokia	Tmax	Tmin	Tmean	Vmax	Euria
18	5	2016	Gasteiz	23.0	6.5	14.8	0.0	0.0
18	5	2016	Iruña	23.0	6.5	14.8	36.0	0.0
18	5	2016	Alforja	19.8	8.9	14.3	12.0	0.6
18	5	2016	Reus	23.1	12.1	17.6	23.0	0.0
18	5	2016	Tarragona	21.3	12.7	17.0	15.0	0.0
18	5	2016	Vigo	17.1	9.8	13.5	23.0	0.0
15	7	2016	Donostia	25.4	12.1	18.8	26.0	0.0
15	7	2016	Bilbo	25.0	4.5	14.8	0.0	0.0
15	7	2016	Gasteiz	25.0	4.5	14.8	26.0	0.0
15	7	2016	Iruña	25.2	10.1	17.7	31.0	0.0
15	7	2016	Alforja	27.2	13.1	20.2	22.0	0.0
15	7	2016	Reus	29.1	18.0	23.6	23.0	0.0
15	7	2016	Tarragona	26.0	18.4	22.2	19.0	0.0
15	7	2016	Vigo	32.5	16.5	24.5	22.0	0.0
6	1	2016	Donostia	15.2	7.1	11.1	31.0	34.2
6	1	2016	Bilbo	15.2	9.4	12.3	40.0	1.0
6	1	2016	Gasteiz	10.6	3.4	7.0	48.0	1.1
6	1	2016	Iruña	8.8	1.1	5.0	22.0	3.4
6	1	2016	Alforja	11.1	4.8	8.0	35.0	0.0
6	1	2016	Reus	15.4	6.5	10.9	45.0	0.0
6	1	2016	Tarragona	16.0	8.0	12.0	20.0	0.0
6	1	2016	Vigo	13.6	5.0	9.3	39.0	11.1
11	4	2016	Donostia	20.7	9.4	15.1	37.0	0.2
11	4	2016	Bilbo	20.4	7.6	14.0	28.0	0.0
11	4	2016	Gasteiz	15.4	2.9	9.1	44.0	1.9
11	4	2016	Iruña	16.9	4.8	10.8	40.0	1.3
11	4	2016	Alforja	19.2	8.0	13.6	17.0	0.8
11	4	2016	Reus	21.8	12.3	17.0	23.0	0.0
11	4	2016	Tarragona	19.3	12.8	16.0	15.0	0.0
11	4	2016	Vigo	13.7	4.1	8.9	37.0	13.5
6	8	2016	Donostia	24.9	17.3	21.1	14.0	0.0
6	8	2016	Bilbo	24.8	13.5	19.1	19.0	0.0
6	8	2016	Gasteiz	26.1	8.2	17.2	27.0	0.0
6	8	2016	Iruña	26.5	15.3	20.9	41.0	0.0
6	8	2016	Alforja	33.0	20.5	26.8	0.0	0.0
6	8	2016	Reus	33.0	20.5	26.8	24.0	0.0
6	8	2016	Tarragona	29.8	19.1	24.4	17.0	0.0
6	8	2016	Vigo	34.3	16.3	25.3	18.0	0.0
16	12	2016	Donostia	14.6	7.6	11.1	23.0	0.0
16	12	2016	Bilbo	13.2	7.7	10.4	30.0	2.7
16	12	2016	Gasteiz	9.2	2.9	6.0	14.0	0.9
16	12	2016	Iruña	9.6	3.7	6.7	20.0	0.6
16	12	2016	Alforja	10.0	8.0	9.0	14.0	72.0
16	12	2016	Reus	13.3	10.4	11.8	26.0	23.1
16	12	2016	Tarragona	14.2	10.8	12.5	14.0	19.8
16	12	2016	Vigo	11.0	6.4	8.7	25.0	2.1
21	8	2016	Donostia	24.0	15.7	19.8	13.0	0.0
21	8	2016	Bilbo	25.0	12.7	18.8	18.0	0.0
21	8	2016	Gasteiz	24.9	7.1	16.0	21.0	0.0
21	8	2016	Iruña	23.9	13.1	18.5	34.0	0.0
21	8	2016	Alforja	30.4	16.7	23.6	27.0	0.0
21	8	2016	Reus	33.3	21.1	27.2	35.0	0.0
21	8	2016	Tarragona	31.8	19.8	25.8	15.0	0.0
21	8	2016	Vigo	29.1	11.5	20.3	19.0	0.0
20	12	2016	Donostia	11.0	7.4	9.2	25.0	4.3
20	12	2016	Bilbo	9.3	7.2	8.3	13.0	14.1
20	12	2016	Gasteiz	7.7	4.7	6.2	14.0	3.3
20	12	2016	Iruña	7.2	4.3	5.8	25.0	0.2
20	12	2016	Alforja	10.0	5.0	7.5	31.0	1.4
20	12	2016	Reus	14.2	7.6	10.9	32.0	1.6
20	12	2016	Tarragona	14.1	7.5	10.8	10.0	4.0
20	12	2016	Vigo	13.5	5.6	9.5	19.0	0.0
12	10	2016	Donostia	19.2	11.8	15.5	13.0	1.4
12	10	2016	Bilbo	18.0	8.8	13.4	0.0	0.0
12	10	2016	Gasteiz	18.0	8.8	13.4	0.0	0.0
12	10	2016	Iruña	18.0	8.8	13.4	28.0	3.5
12	10	2016	Alforja	15.5	13.0	14.3	9.0	6.4
12	10	2016	Reus	18.5	15.5	17.0	22.0	17.0
12	10	2016	Tarragona	18.5	15.2	16.8	11.0	13.4
12	10	2016	Vigo	20.4	11.0	15.7	0.0	0.0
8	1	2016	Donostia	20.4	11.0	15.7	48.0	4.9
8	1	2016	Bilbo	20.3	10.7	15.5	37.0	8.8
8	1	2016	Gasteiz	16.0	10.2	13.1	52.0	2.5
8	1	2016	Iruña	16.0	10.3	13.2	41.0	1.5
8	1	2016	Alforja	20.9	13.2	17.0	33.0	0.0
8	1	2016	Reus	24.2	12.2	18.2	37.0	0.0
8	1	2016	Tarragona	22.3	14.3	18.3	13.0	0.0
8	1	2016	Vigo	14.6	6.8	10.7	48.0	54.0
7	5	2016	Donostia	24.3	17.8	21.0	31.0	0.8
7	5	2016	Bilbo	23.5	14.8	19.2	30.0	8.0
7	5	2016	Gasteiz	18.9	11.8	15.3	0.0	0.0
7	5	2016	Iruña	18.9	11.8	15.3	38.0	1.4
7	5	2016	Alforja	17.9	12.0	14.9	13.0	0.2
7	5	2016	Reus	21.5	14.3	17.9	18.0	0.1
7	5	2016	Tarragona	19.2	14.5	16.9	11.0	0.0
7	5	2016	Vigo	13.4	9.8	11.6	23.0	14.2
6	9	2016	Donostia	26.9	18.1	22.5	17.0	0.0
6	9	2016	Bilbo	34.4	17.0	25.7	15.0	0.0
6	9	2016	Gasteiz	36.3	10.2	23.2	18.0	0.0
6	9	2016	Iruña	35.0	15.6	25.3	29.0	0.0
6	9	2016	Alforja	33.1	17.4	25.2	18.0	0.0
6	9	2016	Reus	33.5	20.0	26.8	17.0	0.0
6	9	2016	Tarragona	30.1	21.7	25.9	13.0	0.0
6	9	2016	Vigo	36.9	18.8	27.9	19.0	0.0
22	6	2016	Donostia	32.7	19.0	25.9	17.0	0.0
22	6	2016	Bilbo	33.4	16.1	24.8	24.0	0.0
22	6	2016	Gasteiz	34.3	13.8	24.0	24.0	0.0
22	6	2016	Iruña	35.3	16.9	26.1	29.0	0.0
22	6	2016	Alforja	27.7	14.4	21.1	13.0	0.0
22	6	2016	Reus	30.2	16.6	23.4	19.0	0.0
22	6	2016	Tarragona	26.8	17.5	22.1	12.0	0.0
22	6	2016	Vigo	27.1	17.3	22.2	25.0	0.0
14	10	2016	Donostia	17.7	10.3	14.0	22.0	38.4
14	10	2016	Bilbo	17.7	9.1	13.4	22.0	7.7
14	10	2016	Gasteiz	16.5	4.4	10.5	32.0	0.1
14	10	2016	Iruña	16.0	7.6	11.8	24.0	0.6
14	10	2016	Alforja	17.6	11.0	14.3	20.0	3.4
14	10	2016	Reus	21.5	13.1	17.3	25.0	0.8
14	10	2016	Tarragona	22.1	12.6	17.4	9.0	1.0
14	10	2016	Vigo	17.2	7.7	12.5	21.0	1.5
29	1	2016	Donostia	13.1	6.3	9.7	19.0	8.2
29	1	2016	Bilbo	13.4	4.6	9.0	13.0	0.2
29	1	2016	Gasteiz	9.6	0.4	5.0	22.0	0.1
29	1	2016	Iruña	11.3	2.6	7.0	23.0	0.0
29	1	2016	Alforja	13.2	7.2	10.2	26.0	0.0
29	1	2016	Reus	17.0	7.5	12.3	14.0	0.0
29	1	2016	Tarragona	16.3	10.4	13.3	9.0	0.0
29	1	2016	Vigo	13.2	3.6	8.4	18.0	0.0
4	8	2016	Donostia	25.5	19.9	22.7	21.0	8.3
4	8	2016	Bilbo	27.6	16.6	22.1	25.0	0.0
4	8	2016	Gasteiz	29.0	17.8	23.4	0.0	0.0
4	8	2016	Iruña	29.0	17.8	23.4	32.0	0.0
4	8	2016	Alforja	32.8	24.4	28.6	0.0	0.0
4	8	2016	Reus	32.8	24.4	28.6	19.0	0.0
4	8	2016	Tarragona	29.3	23.9	26.6	14.0	0.0
4	8	2016	Vigo	22.7	17.2	20.0	23.0	3.1
9	8	2016	Donostia	23.5	19.4	21.4	17.0	2.8
9	8	2016	Bilbo	23.5	17.5	20.5	23.0	0.2
9	8	2016	Gasteiz	24.2	13.8	19.0	32.0	0.5
9	8	2016	Iruña	24.6	15.1	19.9	38.0	0.0
9	8	2016	Alforja	36.2	20.6	28.4	0.0	0.0
9	8	2016	Reus	36.2	20.6	28.4	27.0	0.8
9	8	2016	Tarragona	33.6	20.0	26.8	15.0	1.2
9	8	2016	Vigo	28.7	16.8	22.8	33.0	0.0
13	5	2016	Donostia	17.3	13.2	15.2	19.0	9.3
13	5	2016	Bilbo	17.6	10.4	14.0	29.0	3.2
13	5	2016	Gasteiz	15.5	5.1	10.3	0.0	0.0
13	5	2016	Iruña	15.5	5.1	10.3	33.0	0.0
13	5	2016	Alforja	20.6	10.6	15.6	29.0	0.0
13	5	2016	Reus	25.1	10.4	17.8	32.0	0.0
13	5	2016	Tarragona	25.9	11.2	18.5	14.0	0.0
13	5	2016	Vigo	12.9	10.8	11.8	18.0	11.6
28	11	2016	Donostia	12.2	7.0	9.6	15.0	0.0
28	11	2016	Bilbo	7.8	-1.2	3.3	0.0	0.0
28	11	2016	Gasteiz	7.8	-1.2	3.3	6.0	0.0
28	11	2016	Iruña	12.9	-0.6	6.1	25.0	0.0
28	11	2016	Alforja	13.7	7.8	10.8	13.0	0.6
28	11	2016	Reus	17.1	10.5	13.8	16.0	4.1
28	11	2016	Tarragona	17.6	11.2	14.4	13.0	0.2
28	11	2016	Vigo	15.1	5.3	10.2	15.0	0.0
16	10	2016	Donostia	23.8	14.1	18.9	31.0	0.0
16	10	2016	Bilbo	21.6	15.1	18.4	27.0	0.3
16	10	2016	Gasteiz	18.0	7.6	12.8	14.0	0.0
16	10	2016	Iruña	20.9	10.8	15.8	19.0	0.0
16	10	2016	Alforja	21.0	10.4	15.7	9.0	0.0
16	10	2016	Reus	25.1	12.9	19.0	14.0	0.0
16	10	2016	Tarragona	23.4	13.9	18.6	9.0	0.0
16	10	2016	Vigo	18.2	13.3	15.8	17.0	9.8
19	8	2016	Donostia	27.6	15.9	21.8	13.0	6.2
19	8	2016	Bilbo	29.7	15.2	22.5	33.0	0.7
19	8	2016	Gasteiz	32.2	9.3	20.8	32.0	0.0
19	8	2016	Iruña	33.5	11.9	22.7	33.0	0.0
19	8	2016	Alforja	30.8	21.1	25.9	11.0	0.0
19	8	2016	Reus	32.8	23.7	28.3	17.0	0.0
19	8	2016	Tarragona	28.9	23.9	26.4	13.0	0.0
19	8	2016	Vigo	22.7	14.4	18.6	19.0	8.3
28	5	2016	Donostia	23.5	17.0	20.3	33.0	18.0
28	5	2016	Bilbo	26.6	15.0	20.8	41.0	0.1
28	5	2016	Gasteiz	26.1	11.6	18.9	0.0	0.0
28	5	2016	Iruña	26.1	11.6	18.9	52.0	5.5
28	5	2016	Alforja	25.1	12.0	18.6	28.0	9.0
28	5	2016	Reus	25.7	15.7	20.7	31.0	1.5
28	5	2016	Tarragona	22.7	15.8	19.3	15.0	0.2
28	5	2016	Vigo	18.0	11.5	14.8	30.0	22.3
25	1	2016	Donostia	20.5	12.4	16.4	24.0	0.0
25	1	2016	Bilbo	19.9	10.3	15.1	30.0	0.0
25	1	2016	Gasteiz	11.7	6.4	9.0	24.0	0.1
25	1	2016	Iruña	9.7	2.0	5.8	6.0	0.0
25	1	2016	Alforja	14.0	9.7	11.8	8.0	0.0
25	1	2016	Reus	16.8	10.6	13.7	0.0	0.0
25	1	2016	Tarragona	15.9	12.4	14.1	8.0	0.0
25	1	2016	Vigo	16.1	7.0	11.6	29.0	2.7
20	5	2016	Donostia	21.3	14.3	17.8	17.0	0.0
20	5	2016	Bilbo	25.8	11.3	18.5	19.0	0.0
20	5	2016	Gasteiz	26.4	9.4	17.9	0.0	0.0
20	5	2016	Iruña	26.4	9.4	17.9	16.0	0.0
20	5	2016	Alforja	24.3	9.5	16.9	19.0	0.0
20	5	2016	Reus	25.8	13.4	19.6	23.0	0.0
20	5	2016	Tarragona	23.2	14.0	18.6	13.0	0.8
20	5	2016	Vigo	24.3	11.6	17.9	25.0	0.0
5	8	2016	Donostia	25.9	17.1	21.5	19.0	1.4
5	8	2016	Bilbo	24.6	14.4	19.5	18.0	0.2
5	8	2016	Gasteiz	24.7	11.0	17.9	27.0	0.0
5	8	2016	Iruña	25.2	15.6	20.4	42.0	0.0
5	8	2016	Alforja	33.8	24.8	29.3	0.0	0.0
5	8	2016	Reus	33.8	24.8	29.3	35.0	0.0
5	8	2016	Tarragona	33.2	23.8	28.5	18.0	0.0
5	8	2016	Vigo	29.4	13.6	21.5	26.0	0.0
21	12	2016	Donostia	11.5	7.2	9.3	8.0	1.2
21	12	2016	Bilbo	12.7	7.5	10.1	7.0	8.1
21	12	2016	Gasteiz	9.2	5.5	7.3	5.0	5.1
21	12	2016	Iruña	10.1	1.4	5.8	19.0	0.0
21	12	2016	Alforja	10.7	4.9	7.8	30.0	0.2
21	12	2016	Reus	17.3	5.5	11.4	26.0	0.5
21	12	2016	Tarragona	16.3	8.2	12.2	14.0	0.4
21	12	2016	Vigo	11.5	6.0	8.8	15.0	0.0
18	7	2016	Donostia	38.1	17.9	28.0	19.0	0.0
18	7	2016	Bilbo	37.0	12.7	24.8	0.0	0.0
18	7	2016	Gasteiz	37.0	12.7	24.8	19.0	0.0
18	7	2016	Iruña	37.4	15.8	26.6	18.0	0.0
18	7	2016	Alforja	28.9	13.9	21.4	13.0	0.0
18	7	2016	Reus	30.4	19.2	24.8	15.0	0.0
18	7	2016	Tarragona	26.5	18.1	22.3	13.0	0.0
18	7	2016	Vigo	34.0	20.1	27.1	24.0	0.1
13	9	2016	Donostia	31.8	17.4	24.6	39.0	23.2
13	9	2016	Bilbo	31.3	16.4	23.8	47.0	12.1
13	9	2016	Gasteiz	30.0	13.8	21.9	41.0	3.7
13	9	2016	Iruña	26.3	17.0	21.6	0.0	0.0
13	9	2016	Alforja	26.3	17.0	21.6	17.0	32.0
13	9	2016	Reus	30.5	19.7	25.1	30.0	2.5
13	9	2016	Tarragona	28.4	20.3	24.3	15.0	1.4
13	9	2016	Vigo	19.7	13.3	16.5	27.0	63.8
4	2	2016	Donostia	13.3	4.9	9.1	10.0	0.2
4	2	2016	Bilbo	13.7	3.7	8.7	16.0	0.0
4	2	2016	Gasteiz	11.3	-0.1	5.6	18.0	0.0
4	2	2016	Iruña	10.1	0.1	5.1	0.0	0.0
4	2	2016	Alforja	12.6	3.2	7.9	28.0	0.0
4	2	2016	Reus	17.4	3.7	10.5	32.0	0.0
4	2	2016	Tarragona	16.9	3.9	10.4	10.0	0.0
4	2	2016	Vigo	17.2	3.8	10.5	14.0	0.0
30	3	2016	Donostia	23.7	9.2	16.5	21.0	0.0
30	3	2016	Bilbo	24.3	6.4	15.3	37.0	0.0
30	3	2016	Gasteiz	22.5	4.0	13.3	22.0	0.0
30	3	2016	Iruña	21.8	6.5	14.1	27.0	0.0
30	3	2016	Alforja	20.0	8.4	14.2	13.0	0.0
30	3	2016	Reus	20.3	8.8	14.5	15.0	0.0
30	3	2016	Tarragona	17.2	10.6	13.9	13.0	0.0
30	3	2016	Vigo	16.8	3.4	10.1	38.0	19.0
29	5	2016	Donostia	21.6	14.8	18.2	17.0	4.2
29	5	2016	Bilbo	20.6	12.8	16.7	22.0	0.3
29	5	2016	Gasteiz	20.3	8.8	14.5	0.0	0.0
29	5	2016	Iruña	20.3	8.8	14.5	29.0	1.5
29	5	2016	Alforja	23.7	13.5	18.6	30.0	0.0
29	5	2016	Reus	28.5	16.9	22.7	37.0	0.0
29	5	2016	Tarragona	28.3	17.0	22.6	14.0	0.2
29	5	2016	Vigo	16.8	12.1	14.4	23.0	12.3
22	11	2016	Donostia	12.8	9.9	11.3	23.0	23.6
22	11	2016	Bilbo	8.4	1.2	4.8	0.0	0.0
22	11	2016	Gasteiz	8.4	1.2	4.8	17.0	9.4
22	11	2016	Iruña	9.5	5.9	7.7	13.0	8.4
22	11	2016	Alforja	14.4	11.3	12.8	13.0	6.2
22	11	2016	Reus	17.2	13.3	15.3	24.0	4.3
22	11	2016	Tarragona	17.4	14.2	15.8	12.0	3.2
22	11	2016	Vigo	11.9	4.8	8.3	18.0	0.0
5	6	2016	Donostia	22.2	17.3	19.8	18.0	0.0
5	6	2016	Bilbo	25.4	13.6	19.5	27.0	0.0
5	6	2016	Gasteiz	28.6	9.9	19.3	0.0	0.0
5	6	2016	Iruña	28.6	9.9	19.3	15.0	0.0
5	6	2016	Alforja	24.7	13.7	19.2	14.0	0.0
5	6	2016	Reus	28.4	14.4	21.4	18.0	0.0
5	6	2016	Tarragona	25.5	16.0	20.8	12.0	0.2
5	6	2016	Vigo	21.2	11.4	16.3	22.0	0.0
23	2	2016	Donostia	14.5	10.9	12.7	24.0	3.3
23	2	2016	Bilbo	15.1	8.2	11.7	24.0	0.0
23	2	2016	Gasteiz	13.7	1.8	7.7	18.0	0.0
23	2	2016	Iruña	13.3	5.1	9.2	18.0	0.3
23	2	2016	Alforja	16.0	8.1	12.1	42.0	0.0
23	2	2016	Reus	20.3	7.0	13.6	41.0	0.0
23	2	2016	Tarragona	20.7	9.1	14.9	14.0	0.0
23	2	2016	Vigo	11.9	8.4	10.1	22.0	0.0
9	3	2016	Donostia	12.6	7.1	9.9	33.0	22.4
9	3	2016	Bilbo	11.9	6.3	9.1	44.0	13.4
9	3	2016	Gasteiz	8.6	2.6	5.6	45.0	18.6
9	3	2016	Iruña	9.8	1.5	5.7	52.0	15.2
9	3	2016	Alforja	10.5	2.5	6.5	27.0	3.2
9	3	2016	Reus	15.2	2.8	9.0	42.0	0.4
9	3	2016	Tarragona	14.9	3.0	8.9	16.0	0.6
9	3	2016	Vigo	13.5	7.5	10.5	33.0	0.0
14	1	2016	Donostia	16.8	9.0	12.9	39.0	14.6
14	1	2016	Bilbo	16.0	7.1	11.5	47.0	10.7
14	1	2016	Gasteiz	9.2	4.8	7.0	0.0	0.0
14	1	2016	Iruña	9.2	4.8	7.0	28.0	3.8
14	1	2016	Alforja	13.5	5.0	9.3	36.0	0.0
14	1	2016	Reus	15.1	4.0	9.6	55.0	0.0
14	1	2016	Tarragona	15.3	6.5	10.9	18.0	0.0
14	1	2016	Vigo	12.9	5.5	9.2	31.0	21.7
8	7	2016	Donostia	22.9	20.1	21.5	9.0	0.0
8	7	2016	Bilbo	27.7	16.3	22.0	0.0	0.0
8	7	2016	Gasteiz	27.7	16.3	22.0	28.0	0.0
8	7	2016	Iruña	32.0	18.0	25.0	37.0	0.0
8	7	2016	Alforja	32.1	19.8	25.9	28.0	1.0
8	7	2016	Reus	34.4	22.9	28.7	18.0	0.0
8	7	2016	Tarragona	30.0	23.4	26.7	17.0	0.4
8	7	2016	Vigo	26.8	15.7	21.2	27.0	0.0
5	11	2016	Donostia	19.0	9.9	14.4	28.0	57.9
5	11	2016	Bilbo	15.3	8.6	12.0	20.0	26.3
5	11	2016	Gasteiz	12.6	6.3	9.5	0.0	0.0
5	11	2016	Iruña	13.8	6.9	10.4	24.0	19.7
5	11	2016	Alforja	20.1	9.2	14.7	31.0	2.4
5	11	2016	Reus	22.5	14.2	18.3	43.0	2.2
5	11	2016	Tarragona	22.6	14.8	18.7	15.0	1.8
5	11	2016	Vigo	14.6	6.9	10.8	27.0	2.6
10	9	2016	Donostia	26.1	17.3	21.7	13.0	0.0
10	9	2016	Bilbo	27.7	13.0	20.4	21.0	0.0
10	9	2016	Gasteiz	30.4	8.8	19.6	25.0	0.0
10	9	2016	Iruña	29.5	12.0	20.8	22.0	0.0
10	9	2016	Alforja	29.7	19.0	24.4	14.0	0.0
10	9	2016	Reus	31.3	22.4	26.8	21.0	0.0
10	9	2016	Tarragona	27.8	21.7	24.8	15.0	9.8
10	9	2016	Vigo	24.1	14.8	19.5	14.0	0.0
15	1	2016	Donostia	10.7	7.0	8.8	42.0	7.2
15	1	2016	Bilbo	10.9	4.4	7.6	31.0	19.0
15	1	2016	Gasteiz	7.6	0.7	4.1	32.0	12.1
15	1	2016	Iruña	6.0	0.0	3.0	41.0	15.6
15	1	2016	Alforja	10.0	3.8	6.9	30.0	0.0
15	1	2016	Reus	13.6	4.7	9.2	40.0	0.0
15	1	2016	Tarragona	11.8	4.0	7.9	0.0	0.0
15	1	2016	Vigo	11.8	4.0	7.9	24.0	0.0
12	2	2016	Donostia	15.1	9.6	12.4	30.0	49.6
12	2	2016	Bilbo	14.7	8.3	11.5	39.0	33.7
12	2	2016	Gasteiz	14.5	6.3	10.4	37.0	8.3
12	2	2016	Iruña	13.4	6.2	9.8	26.0	7.0
12	2	2016	Alforja	15.9	8.8	12.3	30.0	0.4
12	2	2016	Reus	21.2	8.8	15.0	38.0	0.0
12	2	2016	Tarragona	20.2	10.5	15.4	13.0	0.0
12	2	2016	Vigo	13.6	11.1	12.4	31.0	147.0
30	9	2016	Donostia	29.5	17.8	23.6	19.0	0.0
30	9	2016	Bilbo	26.6	16.0	21.3	23.0	0.7
30	9	2016	Gasteiz	28.2	6.6	17.4	22.0	1.5
30	9	2016	Iruña	28.2	10.2	19.2	21.0	0.0
30	9	2016	Alforja	24.7	13.2	19.0	12.0	0.0
30	9	2016	Reus	27.3	17.4	22.3	17.0	0.0
30	9	2016	Tarragona	25.4	17.2	21.3	12.0	0.0
30	9	2016	Vigo	21.0	13.1	17.1	19.0	2.5
14	7	2016	Donostia	22.1	16.6	19.4	18.0	0.1
14	7	2016	Bilbo	19.6	11.4	15.5	0.0	0.0
14	7	2016	Gasteiz	19.6	11.4	15.5	0.0	0.0
14	7	2016	Iruña	19.6	11.4	15.5	35.0	0.0
14	7	2016	Alforja	26.6	13.1	19.9	28.0	0.0
14	7	2016	Reus	31.3	17.3	24.3	35.0	0.0
14	7	2016	Tarragona	30.8	16.4	23.6	17.0	0.0
14	7	2016	Vigo	31.1	11.8	21.5	22.0	0.0
21	10	2016	Donostia	17.8	7.9	12.8	21.0	0.0
21	10	2016	Bilbo	16.7	4.4	10.6	22.0	0.0
21	10	2016	Gasteiz	16.3	-2.5	6.9	15.0	0.0
21	10	2016	Iruña	14.7	7.2	10.9	0.0	0.0
21	10	2016	Alforja	14.7	7.2	10.9	22.0	1.2
21	10	2016	Reus	17.1	11.1	14.1	21.0	2.2
21	10	2016	Tarragona	16.7	10.8	13.8	9.0	0.8
21	10	2016	Vigo	19.3	11.1	15.2	14.0	0.0
7	4	2016	Donostia	14.4	8.6	11.5	24.0	16.0
7	4	2016	Bilbo	12.2	6.6	9.4	32.0	11.4
7	4	2016	Gasteiz	11.4	3.9	7.6	30.0	2.9
7	4	2016	Iruña	12.1	3.9	8.0	34.0	0.9
7	4	2016	Alforja	16.7	6.7	11.7	39.0	0.0
7	4	2016	Reus	21.8	9.5	15.6	42.0	0.0
7	4	2016	Tarragona	22.7	9.1	15.9	13.0	0.0
7	4	2016	Vigo	16.2	7.0	11.6	41.0	0.0
17	3	2016	Donostia	11.6	3.2	7.4	15.0	0.0
17	3	2016	Bilbo	12.6	2.4	7.5	14.0	0.0
17	3	2016	Gasteiz	12.0	-0.2	5.9	22.0	0.0
17	3	2016	Iruña	12.0	-0.1	5.9	19.0	0.0
17	3	2016	Alforja	13.1	3.7	8.4	12.0	1.2
17	3	2016	Reus	15.7	6.8	11.3	22.0	3.9
17	3	2016	Tarragona	13.7	6.5	10.1	13.0	1.0
17	3	2016	Vigo	14.4	5.3	9.8	23.0	0.0
29	8	2016	Donostia	25.5	18.6	22.1	15.0	3.9
29	8	2016	Bilbo	24.3	16.4	20.3	26.0	0.3
29	8	2016	Gasteiz	22.7	14.6	18.7	27.0	0.0
29	8	2016	Iruña	25.0	16.8	20.9	39.0	0.0
29	8	2016	Alforja	22.7	20.1	21.4	15.0	2.0
29	8	2016	Reus	27.4	22.7	25.1	15.0	0.7
29	8	2016	Tarragona	26.1	23.0	24.6	11.0	2.0
29	8	2016	Vigo	29.0	13.3	21.2	27.0	0.0
2	8	2016	Donostia	25.0	15.9	20.4	15.0	0.0
2	8	2016	Bilbo	26.7	12.9	19.8	19.0	0.0
2	8	2016	Gasteiz	29.8	9.2	19.5	25.0	0.0
2	8	2016	Iruña	31.9	10.9	21.4	30.0	0.0
2	8	2016	Alforja	32.1	23.5	27.8	0.0	0.0
2	8	2016	Reus	32.1	23.5	27.8	25.0	0.0
2	8	2016	Tarragona	29.7	24.6	27.2	15.0	0.0
2	8	2016	Vigo	32.7	14.2	23.5	24.0	0.0
31	3	2016	Donostia	14.8	9.6	12.2	26.0	33.7
31	3	2016	Bilbo	12.3	8.2	10.3	38.0	32.4
31	3	2016	Gasteiz	9.8	3.1	6.5	30.0	13.2
31	3	2016	Iruña	15.3	3.7	9.5	34.0	20.7
31	3	2016	Alforja	19.2	7.1	13.2	36.0	0.0
31	3	2016	Reus	21.8	8.8	15.3	48.0	0.0
31	3	2016	Tarragona	22.5	10.5	16.5	18.0	0.0
31	3	2016	Vigo	13.4	3.6	8.5	28.0	1.3
24	7	2016	Donostia	23.8	17.3	20.5	10.0	1.0
24	7	2016	Bilbo	25.0	16.7	20.9	17.0	0.0
24	7	2016	Gasteiz	25.3	12.4	18.8	25.0	0.0
24	7	2016	Iruña	25.3	16.0	20.6	33.0	0.0
24	7	2016	Alforja	31.6	17.0	24.3	23.0	0.0
24	7	2016	Reus	33.2	19.4	26.3	23.0	0.0
24	7	2016	Tarragona	30.6	19.3	24.9	14.0	0.0
24	7	2016	Vigo	35.3	17.0	26.1	22.0	0.0
13	2	2016	Donostia	18.9	11.1	15.0	34.0	14.1
13	2	2016	Bilbo	17.7	10.2	14.0	56.0	15.4
13	2	2016	Gasteiz	17.3	7.8	12.5	36.0	3.5
13	2	2016	Iruña	18.4	7.3	12.8	31.0	7.4
13	2	2016	Alforja	20.5	11.4	15.9	29.0	8.8
13	2	2016	Reus	23.8	13.0	18.4	36.0	5.3
13	2	2016	Tarragona	24.3	13.4	18.8	18.0	3.4
13	2	2016	Vigo	13.6	10.4	12.0	40.0	67.3
1	2	2016	Donostia	15.5	11.3	13.4	16.0	4.6
1	2	2016	Bilbo	15.1	9.2	12.2	15.0	0.0
1	2	2016	Gasteiz	12.0	5.3	8.7	19.0	0.0
1	2	2016	Iruña	13.4	6.3	9.8	32.0	0.0
1	2	2016	Alforja	17.8	9.2	13.5	37.0	0.0
1	2	2016	Reus	23.5	7.3	15.4	22.0	0.0
1	2	2016	Tarragona	22.6	9.2	15.9	10.0	0.0
1	2	2016	Vigo	12.8	10.1	11.5	9.0	0.0
27	4	2016	Donostia	15.6	9.6	12.6	23.0	0.0
27	4	2016	Bilbo	13.5	9.1	11.3	17.0	0.6
27	4	2016	Gasteiz	13.1	5.9	9.5	22.0	0.0
27	4	2016	Iruña	14.7	6.3	10.5	28.0	0.0
27	4	2016	Alforja	17.7	7.8	12.8	17.0	6.4
27	4	2016	Reus	17.4	12.2	14.8	29.0	5.7
27	4	2016	Tarragona	16.5	12.0	14.3	18.0	5.0
27	4	2016	Vigo	15.6	8.0	11.8	17.0	0.0
14	12	2016	Donostia	17.3	8.8	13.0	39.0	0.0
14	12	2016	Bilbo	17.5	8.9	13.2	29.0	5.9
14	12	2016	Gasteiz	8.7	2.4	5.5	28.0	0.0
14	12	2016	Iruña	10.3	0.2	5.3	18.0	0.1
14	12	2016	Alforja	15.2	5.6	10.4	10.0	0.0
14	12	2016	Reus	15.9	6.8	11.3	16.0	0.0
14	12	2016	Tarragona	16.4	8.3	12.3	8.0	0.0
14	12	2016	Vigo	13.6	6.6	10.1	32.0	20.8
